Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)
ENSG00000188895	ENSG00000188895.12	MSL1	40121971	40136917
ENSG00000108349	ENSG00000108349.17	CASC3	40140318	40172171
ENSG00000284144	ENSG00000284144.1	MIR6866	40161933	40162001
ENSG00000108352	ENSG00000108352.13	RAPGEFL1	40177010	40195656
ENSG00000274621	ENSG00000274621.1	MIR6867	40193597	40193663
ENSG00000171475	ENSG00000171475.14	WIPF2	40219304	40284136
ENSG00000094804	ENSG00000094804.12	CDC6	40287879	40304657
ENSG00000131759	ENSG00000131759.18	RARA	40309180	40357643
ENSG00000287644	ENSG00000287644.1	AC080112.4	40317698	40318676
ENSG00000265666	ENSG00000265666.1	RARA-AS1	40340867	40343136
ENSG00000278918	ENSG00000278918.1	AC080112.3	40348049	40350539
ENSG00000183153	ENSG00000183153.7	GJD3	40360652	40364737
ENSG00000266208	ENSG00000266208.1	AC080112.1	40360655	40364693
ENSG00000264655	ENSG00000264655.1	PPIAP54	40367952	40368438
ENSG00000252618	ENSG00000252618.1	RNA5SP441	40374089	40374176
ENSG00000278346	ENSG00000278346.1	AC080112.2	40380666	40381838
ENSG00000131747	ENSG00000131747.15	TOP2A	40388525	40417896
ENSG00000240125	ENSG00000240125.1	RPL23AP75	40439467	40439917
ENSG00000141753	ENSG00000141753.7	IGFBP4	40443450	40457725
ENSG00000279806	ENSG00000279806.1	AC018629.1	40473554	40475289
ENSG00000131746	ENSG00000131746.13	TNS4	40475828	40501623
ENSG00000266088	ENSG00000266088.6	AC004585.1	40516892	40527002
ENSG00000126353	ENSG00000126353.3	CCR7	40553769	40565472
ENSG00000279775	ENSG00000279775.1	AC004585.2	40597113	40598585
ENSG00000073584	ENSG00000073584.20	SMARCE1	40624962	40648654
ENSG00000264058	ENSG00000264058.2	AC073508.2	40627356	40665141
ENSG00000278834	ENSG00000278834.1	AC073508.3	40648300	40649718
ENSG00000213424	ENSG00000213424.9	KRT222	40654665	40665181
ENSG00000224244	ENSG00000224244.1	AC073508.1	40687038	40689360
ENSG00000167916	ENSG00000167916.5	KRT24	40697991	40703752
ENSG00000229028	ENSG00000229028.2	KRT223P	40717235	40721932
ENSG00000204897	ENSG00000204897.7	KRT25	40748021	40755331
ENSG00000186393	ENSG00000186393.5	KRT26	40766238	40772162
ENSG00000171446	ENSG00000171446.7	KRT27	40776808	40782550
ENSG00000173908	ENSG00000173908.9	KRT28	40792196	40799959
ENSG00000264488	ENSG00000264488.1	AC090283.1	40803744	40809296
ENSG00000186395	ENSG00000186395.8	KRT10	40818117	40822614
ENSG00000167920	ENSG00000167920.10	TMEM99	40819106	40836270
ENSG00000265359	ENSG00000265359.1	AC004231.3	40850800	40863282
ENSG00000187242	ENSG00000187242.6	KRT12	40861303	40867223
ENSG00000171431	ENSG00000171431.4	KRT20	40875889	40885242
ENSG00000234477	ENSG00000234477.1	AC004231.1	40921430	40975926
ENSG00000108244	ENSG00000108244.17	KRT23	40922700	40937646
ENSG00000196859	ENSG00000196859.8	KRT39	40958417	40966948
ENSG00000204889	ENSG00000204889.10	KRT40	40977716	40987135
ENSG00000212899	ENSG00000212899.3	KRTAP3-3	40993430	40994164
ENSG00000212900	ENSG00000212900.3	KRTAP3-2	40999193	40999906
ENSG00000226776	ENSG00000226776.1	KRTAP3-4P	41004481	41004760
ENSG00000212901	ENSG00000212901.4	KRTAP3-1	41008521	41019324
ENSG00000221852	ENSG00000221852.5	KRTAP1-5	41026026	41027208
ENSG00000204887	ENSG00000204887.4	KRTAP1-4	41029697	41030104
ENSG00000221880	ENSG00000221880.4	KRTAP1-3	41033884	41034874
ENSG00000188581	ENSG00000188581.9	KRTAP1-1	41040541	41041450
ENSG00000212725	ENSG00000212725.3	KRTAP2-1	41046541	41047316
ENSG00000214518	ENSG00000214518.3	KRTAP2-2	41054498	41055230
ENSG00000212724	ENSG00000212724.3	KRTAP2-3	41059240	41060114
ENSG00000213417	ENSG00000213417.3	KRTAP2-4	41065116	41065879
ENSG00000237230	ENSG00000237230.1	KRTAP2-5P	41071946	41072341
ENSG00000240871	ENSG00000240871.5	KRTAP4-7	41084150	41085141
ENSG00000287602	ENSG00000287602.1	AC100808.1	41090338	41093246
ENSG00000204880	ENSG00000204880.8	KRTAP4-8	41096981	41098142
ENSG00000241241	ENSG00000241241.1	KRTAP4-16	41101502	41102209
ENSG00000212722	ENSG00000212722.7	KRTAP4-9	41105332	41106488
ENSG00000212721	ENSG00000212721.4	KRTAP4-11	41117181	41118373
ENSG00000213416	ENSG00000213416.4	KRTAP4-12	41123091	41124182
ENSG00000198090	ENSG00000198090.3	KRTAP4-6	41139433	41140487
ENSG00000198271	ENSG00000198271.5	KRTAP4-5	41148924	41149825
ENSG00000171396	ENSG00000171396.12	KRTAP4-4	41159649	41160748
ENSG00000196156	ENSG00000196156.5	KRTAP4-3	41167231	41168221
ENSG00000244537	ENSG00000244537.3	KRTAP4-2	41177446	41178221
ENSG00000198443	ENSG00000198443.6	KRTAP4-1	41184102	41185342
ENSG00000251439	ENSG00000251439.1	KRTAP4-17P	41186944	41187136
ENSG00000240542	ENSG00000240542.4	KRTAP9-1	41189887	41190639
ENSG00000248807	ENSG00000248807.1	KRTAP9-12P	41212706	41213237
ENSG00000239886	ENSG00000239886.5	KRTAP9-2	41226648	41227652
ENSG00000204873	ENSG00000204873.5	KRTAP9-3	41232449	41233454
ENSG00000187272	ENSG00000187272.7	KRTAP9-8	41237999	41239004
ENSG00000241595	ENSG00000241595.2	KRTAP9-4	41249687	41250653
ENSG00000198083	ENSG00000198083.9	KRTAP9-9	41255384	41256364
ENSG00000212659	ENSG00000212659.1	KRTAP9-6	41265339	41266641
ENSG00000229351	ENSG00000229351.1	KRTAP9-11P	41271311	41271835
ENSG00000180386	ENSG00000180386.7	KRTAP9-7	41275659	41276697
ENSG00000237183	ENSG00000237183.1	KRTAP9-10P	41280604	41280810
ENSG00000212658	ENSG00000212658.1	KRTAP29-1	41301826	41302851
ENSG00000212657	ENSG00000212657.1	KRTAP16-1	41307700	41309253
ENSG00000186860	ENSG00000186860.5	KRTAP17-1	41314912	41315710
ENSG00000233014	ENSG00000233014.1	TBC1D3P7	41323427	41329545
ENSG00000108516	ENSG00000108516.5	AC003958.1	41334632	41335733
ENSG00000006059	ENSG00000006059.4	KRT33A	41346092	41350828
ENSG00000131738	ENSG00000131738.11	KRT33B	41363498	41369813
ENSG00000131737	ENSG00000131737.5	KRT34	41377650	41382403
ENSG00000094796	ENSG00000094796.5	KRT31	41393721	41397608
ENSG00000234859	ENSG00000234859.5	AC003958.2	41402416	41425049
ENSG00000225438	ENSG00000225438.1	KRT41P	41406512	41411775
ENSG00000108417	ENSG00000108417.4	KRT37	41420547	41424585
ENSG00000171360	ENSG00000171360.4	KRT38	41436154	41440983
ENSG00000236473	ENSG00000236473.1	KRT43P	41448183	41454055
ENSG00000108759	ENSG00000108759.3	KRT32	41459811	41467429
ENSG00000223125	ENSG00000223125.1	RNU2-32P	41467956	41468146
ENSG00000197079	ENSG00000197079.8	KRT35	41476689	41481140
ENSG00000126337	ENSG00000126337.13	KRT36	41486136	41492546
ENSG00000171401	ENSG00000171401.15	KRT13	41500981	41505705
ENSG00000229732	ENSG00000229732.1	AC019349.1	41500983	41502409
ENSG00000171346	ENSG00000171346.16	KRT15	41513745	41522529
ENSG00000283796	ENSG00000283796.1	MIR6510	41517164	41517217
ENSG00000171345	ENSG00000171345.13	KRT19	41523617	41528308
ENSG00000226629	ENSG00000226629.1	LINC00974	41549606	41554495
ENSG00000171403	ENSG00000171403.10	KRT9	41565836	41572059
ENSG00000186847	ENSG00000186847.6	KRT14	41582279	41586895
ENSG00000186832	ENSG00000186832.9	KRT16	41609778	41615899
ENSG00000128422	ENSG00000128422.17	KRT17	41619442	41624842
ENSG00000214514	ENSG00000214514.8	KRT42P	41626327	41640199
ENSG00000278954	ENSG00000278954.1	AC130686.1	41665566	41668031
ENSG00000173812	ENSG00000173812.11	EIF1	41688885	41692668
ENSG00000184502	ENSG00000184502.4	GAST	41712331	41715969
ENSG00000173805	ENSG00000173805.16	HAP1	41717742	41734644
ENSG00000201920	ENSG00000201920.1	RNA5SP442	41718154	41718260
ENSG00000239542	ENSG00000239542.3	RN7SL399P	41730127	41730405
ENSG00000173801	ENSG00000173801.17	JUP	41754604	41786931
ENSG00000141696	ENSG00000141696.13	P3H4	41801947	41812604
ENSG00000141756	ENSG00000141756.19	FKBP10	41812680	41823213
ENSG00000141698	ENSG00000141698.17	NT5C3B	41825057	41836260
ENSG00000161594	ENSG00000161594.7	KLHL10	41835685	41848384
ENSG00000259623	ENSG00000259623.1	AC125257.1	41848518	41851447
ENSG00000178502	ENSG00000178502.6	KLHL11	41848518	41865423
ENSG00000131473	ENSG00000131473.17	ACLY	41866917	41930542
ENSG00000274630	ENSG00000274630.1	AC125257.2	41867581	41867736
ENSG00000204815	ENSG00000204815.10	TTC25	41930617	41966503
ENSG00000173786	ENSG00000173786.17	CNP	41966763	41977740
ENSG00000168259	ENSG00000168259.17	DNAJC7	41976421	42021376
ENSG00000168256	ENSG00000168256.18	NKIRAS2	42011382	42025644
ENSG00000187595	ENSG00000187595.16	ZNF385C	42025576	42098479
ENSG00000267221	ENSG00000267221.3	C17orf113	42038232	42050601
ENSG00000108771	ENSG00000108771.13	DHX58	42101404	42112714
ENSG00000108773	ENSG00000108773.11	KAT2A	42113111	42121367
ENSG00000267261	ENSG00000267261.5	AC099811.2	42119674	42154916
ENSG00000260325	ENSG00000260325.2	HSPB9	42122804	42123352
ENSG00000108774	ENSG00000108774.15	RAB5C	42124978	42155044
ENSG00000267658	ENSG00000267658.1	AC099811.3	42154600	42155972
ENSG00000089558	ENSG00000089558.9	KCNH4	42156891	42181142
ENSG00000161610	ENSG00000161610.1	HCRT	42184060	42185452
ENSG00000167925	ENSG00000167925.16	GHDC	42188799	42194532
ENSG00000173757	ENSG00000173757.10	STAT5B	42199177	42276707
ENSG00000280295	ENSG00000280295.1	AC099811.6	42233832	42235469
ENSG00000267758	ENSG00000267758.1	AC099811.4	42268587	42269807
ENSG00000236194	ENSG00000236194.3	AC099811.1	42270517	42272683
ENSG00000278829	ENSG00000278829.1	AC099811.5	42272069	42275571
ENSG00000126561	ENSG00000126561.16	STAT5A	42287547	42311943
ENSG00000168610	ENSG00000168610.15	STAT3	42313324	42388482
ENSG00000177469	ENSG00000177469.13	CAVIN1	42402449	42423256
ENSG00000238704	ENSG00000238704.1	RNU7-97P	42440198	42440259
ENSG00000033627	ENSG00000033627.17	ATP6V0A1	42458844	42522582
ENSG00000264314	ENSG00000264314.1	MIR548AT	42494773	42494830
ENSG00000267222	ENSG00000267222.1	AC107993.1	42495867	42496550
ENSG00000267632	ENSG00000267632.1	AC067852.3	42509784	42511519
ENSG00000283929	ENSG00000283929.1	MIR5010	42514188	42514307
ENSG00000267185	ENSG00000267185.1	PTP4A2P1	42533532	42534009
ENSG00000108784	ENSG00000108784.10	NAGLU	42536241	42544449
ENSG00000266929	ENSG00000266929.1	AC067852.1	42536510	42562062
ENSG00000108785	ENSG00000108785.7	HSD17B1P1	42546764	42548706
ENSG00000266962	ENSG00000266962.2	AC067852.2	42552436	42554748
ENSG00000108786	ENSG00000108786.11	HSD17B1	42552922	42555214
ENSG00000068120	ENSG00000068120.15	COASY	42561467	42566277
ENSG00000108788	ENSG00000108788.11	MLX	42567068	42573239
ENSG00000131470	ENSG00000131470.15	PSMC3IP	42572310	42577831
ENSG00000287710	ENSG00000287710.1	AC067852.5	42577825	42578366
ENSG00000141699	ENSG00000141699.11	RETREG3	42579513	42610623
ENSG00000280183	ENSG00000280183.1	AC067852.4	42598643	42599177
ENSG00000131462	ENSG00000131462.8	TUBG1	42609683	42615238
ENSG00000267189	ENSG00000267189.1	ATP5MGP7	42647834	42648143
ENSG00000267132	ENSG00000267132.1	HMGB3P27	42648178	42648738
ENSG00000037042	ENSG00000037042.9	TUBG2	42659284	42667006
ENSG00000068137	ENSG00000068137.15	PLEKHH3	42667914	42676994
ENSG00000184451	ENSG00000184451.5	CCR10	42678889	42683917
ENSG00000267042	ENSG00000267042.1	AC100793.2	42679963	42682020
ENSG00000108797	ENSG00000108797.12	CNTNAP1	42682531	42699993
ENSG00000267765	ENSG00000267765.1	AC100793.3	42683187	42699466
ENSG00000108799	ENSG00000108799.13	EZH1	42700275	42745049
ENSG00000275273	ENSG00000275273.1	MIR6780A	42708084	42708151
ENSG00000239671	ENSG00000239671.1	AC100793.1	42714299	42714643
ENSG00000273650	ENSG00000273650.1	AC100793.4	42751289	42751717
ENSG00000214578	ENSG00000214578.5	HMGN2P15	42753530	42753799
ENSG00000197291	ENSG00000197291.9	RAMP2-AS1	42753914	42761257
ENSG00000131477	ENSG00000131477.11	RAMP2	42758447	42763041
ENSG00000131475	ENSG00000131475.7	VPS25	42773449	42779599
ENSG00000126562	ENSG00000126562.17	WNK4	42780610	42797066
ENSG00000183978	ENSG00000183978.8	COA3	42795147	42798704
ENSG00000176563	ENSG00000176563.10	CNTD1	42798800	42811587
ENSG00000126581	ENSG00000126581.13	BECN1	42810134	42833350
ENSG00000278447	ENSG00000278447.1	MIR6781	42823880	42823943
ENSG00000131467	ENSG00000131467.11	PSME3	42824385	42843760
ENSG00000131480	ENSG00000131480.9	AOC2	42844580	42850707
ENSG00000131471	ENSG00000131471.7	AOC3	42851184	42858130
ENSG00000260105	ENSG00000260105.6	AOC4P	42865922	42874369
ENSG00000213373	ENSG00000213373.7	LINC00671	42874670	42898704
ENSG00000252039	ENSG00000252039.1	RNU6-287P	42891338	42891435
ENSG00000131482	ENSG00000131482.10	G6PC	42900797	42914438
ENSG00000212149	ENSG00000212149.1	AC055866.1	42940575	42940702
ENSG00000266967	ENSG00000266967.7	AARSD1	42950526	42964498
ENSG00000108825	ENSG00000108825.18	PTGES3L-AARSD1	42950526	42980528
ENSG00000267060	ENSG00000267060.6	PTGES3L	42968088	42980433
ENSG00000198863	ENSG00000198863.7	RUNDC1	42980565	42993690
ENSG00000131469	ENSG00000131469.15	RPL27	42998273	43002959
ENSG00000068079	ENSG00000068079.8	IFI35	43006740	43014456
ENSG00000108828	ENSG00000108828.16	VAT1	43014607	43025123
ENSG00000108830	ENSG00000108830.10	RND2	43025231	43032041
ENSG00000012048	ENSG00000012048.23	BRCA1	43044295	43170245
ENSG00000240828	ENSG00000240828.1	RPL21P4	43079302	43079780
ENSG00000198496	ENSG00000198496.12	NBR2	43125551	43153671
ENSG00000285057	ENSG00000285057.1	AC135721.2	43131208	43131270
ENSG00000267681	ENSG00000267681.1	AC135721.1	43144956	43145255
ENSG00000267002	ENSG00000267002.4	AC060780.1	43148368	43171037
ENSG00000267595	ENSG00000267595.1	AC060780.3	43168170	43168249
ENSG00000267340	ENSG00000267340.1	AC060780.2	43169880	43170077
ENSG00000188554	ENSG00000188554.15	NBR1	43170481	43211689
ENSG00000184988	ENSG00000184988.8	TMEM106A	43211835	43220041
ENSG00000236383	ENSG00000236383.8	CCDC200	43216941	43305397
ENSG00000274585	ENSG00000274585.1	RNU2-1	43233787	43233977
ENSG00000188825	ENSG00000188825.14	LINC00910	43338741	43389199
ENSG00000279602	ENSG00000279602.1	AC109326.1	43360041	43361361
ENSG00000277084	ENSG00000277084.1	RNU2-4P	43387226	43387417
ENSG00000252882	ENSG00000252882.1	RNU6-1137P	43395993	43396091
ENSG00000175906	ENSG00000175906.5	ARL4D	43398993	43401137
ENSG00000251763	ENSG00000251763.1	RNU6-470P	43412427	43412530
ENSG00000267151	ENSG00000267151.5	MIR2117HG	43444707	43451200
ENSG00000284344	ENSG00000284344.1	MIR2117	43444806	43444885
ENSG00000252279	ENSG00000252279.1	RNU6-406P	43445507	43445613
ENSG00000252729	ENSG00000252729.1	RNU6-971P	43473585	43473690
ENSG00000237888	ENSG00000237888.1	AC087650.1	43476198	43476665
ENSG00000067596	ENSG00000067596.12	DHX8	43483865	43610338
ENSG00000175832	ENSG00000175832.13	ETV4	43527844	43579620
ENSG00000005102	ENSG00000005102.14	MEOX1	43640389	43661922
ENSG00000267440	ENSG00000267440.2	LINC02594	43679341	43706709
ENSG00000267253	ENSG00000267253.1	WHSC1L2P	43718314	43720436
ENSG00000167941	ENSG00000167941.3	SOST	43753738	43758791
ENSG00000108861	ENSG00000108861.9	DUSP3	43766125	43778977
ENSG00000231256	ENSG00000231256.8	CFAP97D1	43780435	43787620
ENSG00000267604	ENSG00000267604.1	AC003098.1	43782804	43784682
ENSG00000161647	ENSG00000161647.19	MPP3	43800799	43833170
ENSG00000161649	ENSG00000161649.13	CD300LG	43847148	43863639
ENSG00000108852	ENSG00000108852.15	MPP2	43875357	43909711
ENSG00000282199	ENSG00000282199.1	AC007993.3	43914433	43923001
ENSG00000267496	ENSG00000267496.4	FAM215A	43917194	43917985
ENSG00000267166	ENSG00000267166.5	AC007993.1	43922775	43927388
ENSG00000267420	ENSG00000267420.1	AC007993.2	43927563	43932622
ENSG00000261514	ENSG00000261514.1	LINC01976	43938363	43938959
ENSG00000108849	ENSG00000108849.8	PPY	43940804	43942476
ENSG00000131096	ENSG00000131096.10	PYY	43952738	44004469
ENSG00000161653	ENSG00000161653.11	NAGS	44004622	44009068
ENSG00000091947	ENSG00000091947.10	TMEM101	44011188	44023946
ENSG00000161654	ENSG00000161654.10	LSM12	44034328	44067619
ENSG00000141349	ENSG00000141349.8	G6PC3	44070735	44076344
ENSG00000108840	ENSG00000108840.15	HDAC5	44076746	44123702
ENSG00000267638	ENSG00000267638.1	AC023855.1	44115912	44120595
ENSG00000212446	ENSG00000212446.1	RNU6-131P	44135883	44135989
ENSG00000125319	ENSG00000125319.14	HROB	44141906	44162476
ENSG00000161664	ENSG00000161664.7	ASB16	44170447	44179084
ENSG00000267080	ENSG00000267080.6	ASB16-AS1	44175968	44186723
ENSG00000168591	ENSG00000168591.16	TMUB2	44186970	44191929
ENSG00000087152	ENSG00000087152.15	ATXN7L3	44191805	44200113
ENSG00000267394	ENSG00000267394.1	AC004596.1	44198882	44216565
ENSG00000108312	ENSG00000108312.15	UBTF	44205033	44221626
ENSG00000275107	ENSG00000275107.1	MIR6782	44207771	44207839
ENSG00000260793	ENSG00000260793.2	AC003102.1	44221401	44223710
ENSG00000267691	ENSG00000267691.1	SHC1P2	44228760	44230228
ENSG00000004939	ENSG00000004939.15	SLC4A1	44248390	44268141
ENSG00000285486	ENSG00000285486.1	AC003043.2	44276368	44281182
ENSG00000239702	ENSG00000239702.3	RN7SL507P	44290856	44291151
ENSG00000267750	ENSG00000267750.6	RUNDC3A-AS1	44299574	44315315
ENSG00000252628	ENSG00000252628.2	RNU6-453P	44307088	44307172
ENSG00000108309	ENSG00000108309.14	RUNDC3A	44308413	44318670
ENSG00000013306	ENSG00000013306.16	SLC25A39	44319625	44324870
ENSG00000267211	ENSG00000267211.1	AC003043.1	44328613	44331462
ENSG00000030582	ENSG00000030582.18	GRN	44345246	44353106
ENSG00000161682	ENSG00000161682.15	FAM171A2	44353215	44363853
ENSG00000267634	ENSG00000267634.1	RPL7L1P5	44365014	44365751
ENSG00000005961	ENSG00000005961.19	ITGA2B	44372180	44389649
ENSG00000186566	ENSG00000186566.13	GPATCH8	44395281	44503430
ENSG00000240589	ENSG00000240589.3	RN7SL258P	44409059	44409358
ENSG00000283045	ENSG00000283045.1	AC103703.1	44486153	44486815
ENSG00000180340	ENSG00000180340.7	FZD2	44557484	44561262
ENSG00000271222	ENSG00000271222.1	AC091152.3	44596346	44597344
ENSG00000267384	ENSG00000267384.3	SMCO4P1	44645411	44645587
ENSG00000266979	ENSG00000266979.1	LINC01180	44646364	44650349
ENSG00000180336	ENSG00000180336.18	MEIOC	44656404	44690308
ENSG00000180329	ENSG00000180329.14	CCDC43	44673069	44689779
ENSG00000267160	ENSG00000267160.1	AC091152.2	44673689	44676257
ENSG00000279879	ENSG00000279879.1	AC091152.4	44689858	44693340
ENSG00000161692	ENSG00000161692.18	DBF4B	44708608	44752264
ENSG00000264251	ENSG00000264251.2	RN7SL819P	44718861	44719130
ENSG00000240305	ENSG00000240305.1	AC091152.1	44719760	44720597
ENSG00000073670	ENSG00000073670.14	ADAM11	44758988	44781846
ENSG00000267505	ENSG00000267505.1	AC005180.2	44793199	44794474
ENSG00000267405	ENSG00000267405.1	AC005180.1	44794747	44797783
ENSG00000182963	ENSG00000182963.11	GJC1	44798448	44830816
ENSG00000131097	ENSG00000131097.7	HIGD1B	44846353	44850476
ENSG00000108883	ENSG00000108883.13	EFTUD2	44849948	44899445
ENSG00000264540	ENSG00000264540.2	RN7SL405P	44883986	44884274
ENSG00000167131	ENSG00000167131.17	CCDC103	44899142	44905390
ENSG00000214447	ENSG00000214447.4	FAM187A	44899712	44905390
ENSG00000131095	ENSG00000131095.13	GFAP	44903159	44916937
ENSG00000186185	ENSG00000186185.14	KIF18B	44924709	44947773
ENSG00000278223	ENSG00000278223.1	MIR6783	44934618	44934681
ENSG00000267334	ENSG00000267334.1	AC015936.1	44947912	44948939
ENSG00000131094	ENSG00000131094.4	C1QL1	44959693	44968303
ENSG00000267788	ENSG00000267788.1	AC015936.2	44982514	44982772
ENSG00000172992	ENSG00000172992.12	DCAKD	45023340	45061109
ENSG00000136448	ENSG00000136448.12	NMT1	45051610	45109016
ENSG00000161714	ENSG00000161714.12	PLCD3	45108959	45133354
ENSG00000277249	ENSG00000277249.1	MIR6784	45114367	45114433
ENSG00000181513	ENSG00000181513.15	ACBD4	45132600	45144181
ENSG00000276728	ENSG00000276728.1	AC142472.1	45146730	45148470
ENSG00000186834	ENSG00000186834.4	HEXIM1	45148475	45152099
ENSG00000224505	ENSG00000224505.2	AC138150.1	45150400	45161510
ENSG00000168517	ENSG00000168517.10	HEXIM2	45160700	45170040
ENSG00000267288	ENSG00000267288.2	AC138150.2	45168800	45171584
ENSG00000267121	ENSG00000267121.6	AC008105.3	45190931	45222222
ENSG00000184922	ENSG00000184922.14	FMNL1	45221444	45247319
ENSG00000233175	ENSG00000233175.2	AC008105.1	45238028	45241734
ENSG00000233483	ENSG00000233483.3	AC008105.2	45245186	45251129
ENSG00000267278	ENSG00000267278.6	MAP3K14-AS1	45247916	45269824
ENSG00000184361	ENSG00000184361.13	SPATA32	45254393	45262094
ENSG00000006062	ENSG00000006062.17	MAP3K14	45263119	45317029
ENSG00000199953	ENSG00000199953.1	RNA5SP443	45327366	45327497
ENSG00000267446	ENSG00000267446.1	AC003070.2	45371402	45372057
ENSG00000159314	ENSG00000159314.11	ARHGAP27	45393902	45434421
ENSG00000267344	ENSG00000267344.1	AC003070.1	45396932	45397477
ENSG00000225190	ENSG00000225190.11	PLEKHM1	45435900	45490749
ENSG00000236234	ENSG00000236234.1	AC091132.2	45452844	45464065
ENSG00000284055	ENSG00000284055.1	MIR4315-1	45475363	45475435
ENSG00000214425	ENSG00000214425.8	LRRC37A4P	45506741	45551537
ENSG00000266918	ENSG00000266918.1	AC091132.3	45531577	45533838
ENSG00000131484	ENSG00000131484.4	AC091132.1	45533963	45534710
ENSG00000267198	ENSG00000267198.1	AC091132.4	45545804	45563230
ENSG00000267246	ENSG00000267246.1	AC091132.5	45549781	45558738
ENSG00000266504	ENSG00000266504.1	RDM1P1	45553710	45559070
ENSG00000264070	ENSG00000264070.1	DND1P1	45585871	45586929
ENSG00000285668	ENSG00000285668.1	AC126544.2	45586452	45588379
ENSG00000280022	ENSG00000280022.1	AC126544.1	45592621	45593369
ENSG00000263503	ENSG00000263503.1	MAPK8IP1P2	45600869	45602340
ENSG00000204652	ENSG00000204652.6	RPS26P8	45608571	45608918
ENSG00000204650	ENSG00000204650.14	LINC02210	45620328	45655156
ENSG00000263715	ENSG00000263715.7	LINC02210-CRHR1	45620344	45835826
ENSG00000265547	ENSG00000265547.1	AC217774.1	45731703	45732977
ENSG00000265964	ENSG00000265964.1	AC217774.2	45733353	45734669
ENSG00000120088	ENSG00000120088.15	CRHR1	45784280	45835828
ENSG00000264589	ENSG00000264589.4	MAPT-AS1	45799390	45895680
ENSG00000185294	ENSG00000185294.7	SPPL2C	45844881	45847067
ENSG00000186868	ENSG00000186868.16	MAPT	45894551	46028334
ENSG00000279685	ENSG00000279685.2	MAPT-IT1	45895783	45898798
ENSG00000262881	ENSG00000262881.1	CR936218.2	45907670	45910779
ENSG00000274883	ENSG00000274883.1	CR936218.3	45931806	45932083
ENSG00000256762	ENSG00000256762.1	STH	45999250	45999694
ENSG00000120071	ENSG00000120071.14	KANSL1	46029916	46225389
ENSG00000262372	ENSG00000262372.1	CR936218.1	46035313	46035770
ENSG00000214401	ENSG00000214401.4	KANSL1-AS1	46193576	46196723
ENSG00000238723	ENSG00000238723.1	AC217773.1	46215070	46215171
ENSG00000262500	ENSG00000262500.1	MAPK8IP1P1	46243606	46245044
ENSG00000262539	ENSG00000262539.1	AC005829.2	46259551	46260606
ENSG00000261575	ENSG00000261575.2	AC005829.1	46267037	46268694
ENSG00000228696	ENSG00000228696.10	ARL17B	46274784	46361797
ENSG00000176681	ENSG00000176681.14	LRRC37A	46292733	46337794
ENSG00000265411	ENSG00000265411.1	RN7SL656P	46319679	46319959
ENSG00000260075	ENSG00000260075.1	NSFP1	46372855	46487141
ENSG00000266497	ENSG00000266497.1	RDM1P2	46503946	46509339
ENSG00000238083	ENSG00000238083.7	LRRC37A2	46511511	46555650
ENSG00000185829	ENSG00000185829.18	ARL17A	46516702	46579691
ENSG00000265315	ENSG00000265315.1	RN7SL199P	46537534	46537814
ENSG00000232300	ENSG00000232300.1	FAM215B	46558830	46562795
ENSG00000073969	ENSG00000073969.18	NSF	46590669	46757464
ENSG00000213326	ENSG00000213326.4	RPS7P11	46721582	46722167
ENSG00000108379	ENSG00000108379.10	WNT3	46762506	46833154
ENSG00000158955	ENSG00000158955.11	WNT9B	46833201	46886730
ENSG00000262031	ENSG00000262031.1	LINC01974	46909742	46911512
ENSG00000261886	ENSG00000261886.1	AC005670.1	46916770	46923034
ENSG00000210709	ENSG00000210709.1	RNU6ATAC3P	46921124	46921249
ENSG00000108433	ENSG00000108433.17	GOSR2	46923075	46975524
ENSG00000262633	ENSG00000262633.2	AC005670.2	46923133	47049932
ENSG00000264999	ENSG00000264999.1	MIR5089	46973017	46973100
ENSG00000179673	ENSG00000179673.5	RPRML	46978156	46979253
ENSG00000263142	ENSG00000263142.5	LRRC37A17P	46978481	47054569
ENSG00000262879	ENSG00000262879.6	AC005670.3	46983287	47100323
ENSG00000277198	ENSG00000277198.1	RN7SL270P	47041825	47042105
ENSG00000004897	ENSG00000004897.12	CDC27	47117703	47189422
ENSG00000239291	ENSG00000239291.1	AC002558.1	47159191	47159993
ENSG00000262265	ENSG00000262265.2	AC002558.3	47160398	47167723
ENSG00000261872	ENSG00000261872.1	AC002558.2	47169826	47171049
ENSG00000198336	ENSG00000198336.9	MYL4	47200446	47223679
ENSG00000259207	ENSG00000259207.9	ITGB3	47253827	47313743
ENSG00000259753	ENSG00000259753.1	AC068234.1	47253897	47344292
ENSG00000238419	ENSG00000238419.1	RNU7-186P	47259358	47259420
ENSG00000276790	ENSG00000276790.1	AC068234.2	47279526	47280047
ENSG00000263293	ENSG00000263293.2	THCAT158	47303460	47323613
ENSG00000178852	ENSG00000178852.16	EFCAB13	47323290	47441312
ENSG00000253347	ENSG00000253347.1	AC040934.1	47409322	47423526
ENSG00000228782	ENSG00000228782.7	MRPL45P2	47450568	47492492
ENSG00000141279	ENSG00000141279.16	NPEPPS	47522942	47623276
ENSG00000263766	ENSG00000263766.5	AC025682.1	47603860	47649420
ENSG00000108424	ENSG00000108424.10	KPNB1	47649476	47685505
ENSG00000264558	ENSG00000264558.1	AC015674.1	47682417	47682683
ENSG00000198933	ENSG00000198933.9	TBKBP1	47694081	47712050
